PLATEIFU,RA,DEC,REDSHIFT,LOG_MASS,FUV_MAG,NUV_MAG,U_MAG,G_MAG,R_MAG,I_MAG,Z_MAG
8942-3703,124.38506864,28.3578278812,0.019862,8.790141,17.81799,17.485302,16.924677,15.877004,15.606231,15.489605,15.333099
8139-12703,114.047489802,32.5151466955,0.0138431,8.791543,Infinity,Infinity,16.962149,16.064375,15.722142,15.452806,15.238521
8551-1902,234.591707867,45.801943643,0.0213513,8.7918825,18.985912,18.750834,18.022379,17.123016,16.71618,16.530289,16.381939
8944-1901,147.638799664,34.0988189132,0.0218146,8.794841,18.180958,18.194538,17.247042,16.533466,16.248013,16.05033,15.749578
8329-12702,211.677260988,44.4316705889,0.0128534,8.795644,17.500172,16.922485,16.83795,16.030733,15.578156,15.467496,15.578038
8262-3704,184.386458684,43.7574062716,0.0241249,8.795719,20.355543,19.916843,18.725245,17.470703,16.991901,16.684837,16.488852
8082-3702,49.1085522243,0.321642725666,0.0213565,8.797167,19.936306,19.625305,18.533632,17.521032,16.999126,16.63793,16.294285
8144-1902,114.457953082,28.6528915052,0.0157835,8.799452,23.189947,Infinity,19.215158,17.41642,16.734457,16.448156,16.210901
7495-6102,204.512859464,26.3382131885,0.0261462,8.799589,17.32462,17.33412,16.918907,16.104525,15.953881,15.82543,15.675912
8461-12702,145.724306972,42.7933257646,0.0172778,8.800429,18.711939,18.54887,17.704033,16.590786,16.183367,15.975827,15.779266
8445-6104,207.301450689,35.2847067132,0.0165026,8.80074,18.27774,18.131048,17.023373,15.930979,15.608186,15.421274,15.287733
9508-9101,124.799502889,25.5317113858,0.019431,8.801359,19.201984,18.69074,17.738043,16.765804,16.336315,16.114487,15.888578
8989-3702,176.811422658,50.5016676379,0.0188636,8.802886,19.516903,19.133072,17.621658,17.134897,16.673632,16.449389,16.40988
8147-6104,118.383684969,27.7428815514,0.0214779,8.803105,Infinity,Infinity,18.500956,17.205397,16.72248,16.46472,16.439817
9487-6103,121.571389266,45.778643568,0.0192245,8.805899,19.794275,19.347635,18.23961,17.187908,16.698793,16.44919,16.223936
8459-12704,147.604836276,44.0406378719,0.0158584,8.806883,18.77701,18.048008,17.55574,16.62178,16.182953,15.998774,15.862771
7443-3704,231.478756028,41.9097725983,0.0226546,8.809529,19.197056,18.985346,18.215467,17.240772,16.834661,16.627472,16.463448
8727-6104,55.7745055316,-6.77932933658,0.0216339,8.810333,19.902586,19.673443,18.554462,17.50675,17.029627,16.740208,16.530872
8553-3701,233.491509631,56.8473195647,0.0108082,8.810664,25.527336,20.45747,17.82022,16.383188,15.750146,15.374621,15.191946
8936-12704,116.825263443,30.9904274865,0.0126827,8.812345,18.373777,18.28838,16.951555,15.895373,15.524387,15.317824,15.120182
9038-9101,236.778435731,43.2337298304,0.0197094,8.813858,19.069778,18.68331,17.81471,16.806705,16.418634,16.162832,16.03291
8716-12702,122.679954573,52.5219820689,0.0189349,8.815591,18.861753,18.929396,18.440369,17.308928,16.579105,16.405516,15.873687
8713-1902,118.868868421,39.4201932644,0.0198477,8.81646,19.157036,18.881794,17.93009,16.90147,16.465662,16.260078,16.05582
8446-6101,206.335746062,35.4737986635,0.0236839,8.816535,20.858788,19.853613,19.199146,17.738987,17.146023,16.79547,16.487959
8086-1902,57.526989564,-0.217307988216,0.0150101,8.816774,20.20417,19.813929,18.274975,17.065178,16.42283,16.098995,15.848221
8552-3701,227.069591907,42.9163757462,0.0182858,8.817553,19.652002,19.047493,17.839073,16.789635,16.400524,16.15549,16.019062
8144-3703,115.650389413,28.2614765449,0.0157144,8.818192,18.814579,18.32672,17.68235,16.571999,16.120985,15.9488535,15.777474
8713-3701,117.061131369,39.0457307331,0.0135278,8.820022,18.441065,18.006664,16.969784,16.01134,15.5981865,15.391294,15.1630535
8256-12702,164.410760825,41.0548595378,0.0254646,8.820387,19.443964,19.534227,18.09274,17.101706,16.69304,16.455536,16.21424
8274-12702,164.410760825,41.0548595378,0.0254646,8.820387,19.443964,19.534227,18.09274,17.101706,16.69304,16.455536,16.21424
9872-12704,233.377171179,41.0961140392,0.0188785,8.822855,Infinity,Infinity,17.449366,16.506992,16.154596,15.948107,15.785232
8987-1901,136.240067219,27.7276382424,0.0214327,8.82505,19.475342,19.234125,18.376505,17.30787,16.828678,16.592588,16.41164
8311-3702,203.972100817,23.7573407896,0.0168598,8.826245,18.892117,18.52629,17.652405,16.661898,16.232273,16.031998,15.858026
8977-12704,116.980811711,34.0367066983,0.0158709,8.828223,17.905123,17.530163,16.772612,15.866884,15.564915,15.387294,15.259847
9037-6101,233.63971969,43.6368793181,0.0187578,8.829791,18.763428,18.57069,17.64484,16.753801,16.269354,16.115921,16.101656
9870-12701,230.108412527,43.0484305988,0.0190149,8.83175,18.864134,18.662458,17.277773,16.848259,16.414324,16.148138,16.25288
8459-1902,148.502535855,43.0448001127,0.0169612,8.832533,19.193645,18.833487,18.117147,16.946928,16.421497,16.17227,15.925009
7992-12703,254.574201814,64.7055032069,0.0160095,8.83325,Infinity,Infinity,17.05782,16.109848,15.753029,15.509517,15.340107
9871-1902,229.230336571,43.1094638412,0.0182005,8.833519,18.631588,18.534353,17.742182,16.747572,16.32875,16.098982,15.94397
9033-1901,222.538451189,47.3169345467,0.0185166,8.833871,18.004099,17.735048,17.215033,16.315754,16.004633,15.81372,15.643874
8591-3703,212.468001293,54.4470360452,0.0164495,8.835768,Infinity,Infinity,17.534544,16.506506,16.041656,15.828923,15.639123
8338-1901,172.16444668,23.670900821,0.0214836,8.839329,19.094656,18.89918,17.817417,16.951359,16.545376,16.303349,16.27855
9500-3702,131.923582577,25.8882151666,0.02159,8.83985,19.29409,19.311272,18.444199,17.178411,16.712679,16.50728,16.50098
9195-12703,30.1831280251,14.2106205629,0.0159717,8.839862,18.961782,18.715372,17.721209,16.621567,16.134134,15.915115,15.780685
8933-3702,193.829658071,27.9250483031,0.0215388,8.839977,21.410828,22.057451,19.071047,17.858429,17.203478,16.978762,16.749979
8618-1901,319.194045241,11.5400106533,0.0167445,8.843576,19.648016,19.216492,18.114515,16.950869,16.40262,16.120533,15.877493
8995-12702,175.948649015,54.7074976278,0.0193022,8.843602,18.18191,18.202919,17.081972,16.254816,15.895197,15.702272,15.879408
9488-6102,126.668813649,20.9672721285,0.0153642,8.843656,23.680986,21.308456,18.501892,17.153927,16.514572,16.16584,16.12304
8727-12703,56.3476788326,-6.45912777954,0.0174392,8.844327,18.227243,18.40207,17.500452,16.515987,16.139675,15.895864,15.737592
8449-6102,168.299195738,23.257760236,0.0233431,8.844795,Infinity,Infinity,18.491896,17.057076,16.608664,16.318281,16.294682
9034-12701,225.059027441,46.4362390261,0.0155034,8.84629,Infinity,Infinity,16.796974,15.77274,15.422815,15.221783,15.100066
8449-6101,169.243276644,23.1917783127,0.0211796,8.847657,18.265667,17.892393,17.349842,16.397652,16.119808,15.936745,15.861757
9000-3701,169.787590121,53.8378312049,0.0213804,8.849975,19.592619,19.269764,18.293283,17.29564,16.865784,16.556866,16.481441
8946-6103,169.357930654,47.8542375686,0.0157452,8.850269,17.9398,17.568602,17.03893,16.16921,15.809337,15.655135,15.531025
9876-12701,194.634485129,28.3779606067,0.0196196,8.851177,20.284243,19.219667,18.10348,16.58873,16.404573,15.801367,15.810172
8322-12703,200.702317907,31.3244967036,0.023701,8.853705,18.865818,18.56307,17.707235,16.537344,16.191502,15.952327,15.993665
8934-9102,196.56296229,28.712201708,0.0196522,8.853949,20.703754,20.739086,18.317827,17.289497,16.723309,16.474998,16.422504
9493-3702,128.693824927,23.7174532486,0.0164917,8.854054,18.985115,18.426723,17.716785,16.723156,16.28476,16.045866,15.882683
7495-6103,204.509161303,26.8911752878,0.0276816,8.856295,21.066362,20.80623,18.955856,18.099134,17.539276,17.256353,16.980322
8254-1901,163.623252541,45.6852782547,0.0192211,8.85723,18.920647,18.783884,18.018145,16.88483,16.458212,16.224358,16.072691
9870-3703,232.941324427,44.1081191767,0.0184499,8.858596,21.396618,21.247068,18.69711,17.435312,16.78933,16.463324,16.373793
9183-6102,122.135232892,38.9053417382,0.0124344,8.861724,21.823833,20.722422,18.51375,17.09545,16.331804,15.965565,15.696595
9509-12702,123.702325819,25.9219363887,0.020947,8.862444,18.677778,18.381998,17.644754,16.627195,16.31367,16.083906,15.954362
9490-6104,123.059222223,20.3150150543,0.0155006,8.862914,19.734846,19.336617,17.994522,16.967308,16.437727,16.152615,15.962156
8935-6101,194.153758743,27.8848722825,0.0210654,8.865494,21.238588,22.293638,21.481462,17.851267,17.209412,16.833504,16.403921
8461-9102,146.206778574,42.2938042896,0.0165645,8.865598,19.831217,18.754923,18.184551,17.000263,16.367395,15.989192,15.796191
8717-12705,119.366690862,35.7204534274,0.0138863,8.865856,19.293558,19.151302,17.716919,16.578875,16.080969,15.802632,15.595179
8719-12704,121.678294489,47.3123206013,0.022584,8.86761,21.356253,20.280062,18.694368,17.599745,17.010818,16.722635,16.789555
8323-6104,196.416843842,35.2459357501,0.0158578,8.8676405,Infinity,Infinity,18.371807,16.972607,16.356941,16.040802,15.828938
8258-3702,165.853154589,45.0054931236,0.0249306,8.869286,19.948154,20.269375,18.679197,17.66864,17.11081,16.892038,16.753807
8445-3703,206.551743438,36.4266307014,0.0234566,8.870014,18.506247,18.113773,17.610588,16.536596,16.246656,16.061232,16.01221
8449-12701,167.380590889,22.4280050325,0.0223161,8.873896,18.912735,18.085354,17.554453,16.969238,16.543139,16.323427,16.028473
9488-12705,127.003330613,20.1668620446,0.019906,8.874358,18.768581,18.452274,17.282776,16.593973,16.205849,15.948548,15.584794
8462-12704,144.419761375,38.062816005,0.0201801,8.874455,18.998505,18.83301,17.582552,16.898153,16.455935,16.219774,16.08012
9501-6103,129.44054954,26.0888647249,0.0181395,8.875199,19.565207,18.578243,18.246262,17.132883,16.61458,16.33885,16.249348
9037-3701,234.462881856,43.5012803886,0.0170584,8.875919,19.88911,19.181955,18.314804,17.321556,16.676144,16.38066,16.247723
9871-3703,228.797141891,43.1596836041,0.0182301,8.878567,19.14893,18.74799,17.822386,16.864954,16.381334,16.168022,16.003344
8993-6104,166.53203684,45.1222551688,0.0212047,8.879918,20.825754,20.763128,18.945127,17.673244,17.048203,16.735483,16.47545
8941-12704,121.158813939,26.9417279368,0.0139907,8.880011,Infinity,Infinity,17.301722,16.17344,15.702171,15.467226,15.403438
8459-9101,147.277688884,44.0486811007,0.0156854,8.882775,17.084835,17.064138,16.722502,15.770888,15.5223675,15.3089485,15.16943
7495-6101,203.783770335,25.4954419216,0.026744,8.885167,19.823124,19.151089,18.465675,17.591366,17.150145,16.86857,16.810709
8082-3701,50.1713758746,-1.17610455905,0.0212637,8.886821,20.513676,20.07255,18.718128,17.427921,16.83518,16.562084,16.386986
9497-12704,118.373688506,21.2645386192,0.0151602,8.889022,19.632975,18.876324,17.799986,16.638832,16.120653,15.849751,15.64655
9049-3704,247.530650629,23.925957535,0.0148569,8.890395,19.539145,19.242302,17.806442,16.565758,15.995393,15.699604,15.475212
8941-12701,120.063604131,27.5899885407,0.0229455,8.890897,19.728859,19.476667,18.11583,16.864906,16.446714,16.14828,16.01968
9876-3703,194.91587852,27.5764791883,0.0167137,8.891548,18.376772,18.053104,17.13166,16.02566,15.644366,15.449184,15.206328
9512-9102,140.138730952,0.721057981925,0.0171996,8.892254,20.25327,19.808918,17.757471,16.991241,16.406734,16.012249,15.478226
8728-9101,57.726601324,-6.73140945314,0.0226266,8.893478,Infinity,Infinity,18.381912,17.341713,16.833258,16.524265,16.261583
9494-12702,126.5233084,21.6676316244,0.0145824,8.897322,18.069662,17.807852,16.826895,15.836341,15.436602,15.221161,14.935333
9863-12701,195.139836909,27.504158471,0.0186082,8.898459,17.778912,17.563618,17.105066,16.27931,15.967161,15.802826,15.724827
8987-9101,137.449432744,27.8623064121,0.0204372,8.898696,18.211145,18.064734,17.330715,16.512619,16.181656,15.998072,15.867698
8333-1902,216.546598245,42.7112417247,0.0170371,8.901354,18.684563,18.329874,17.527918,16.558472,16.109533,15.918489,15.760355
9510-12702,125.70373,27.71532,0.0197461,8.903409,Infinity,Infinity,17.432655,16.543976,16.194427,15.769194,15.7123995
8338-9101,171.96642307,21.4092051085,0.0218217,8.905446,19.908228,19.375721,18.219788,17.089483,16.643696,16.359707,16.231918
8445-12703,207.126148739,35.272748084,0.0212549,8.905524,17.919846,17.609386,17.286524,16.523474,16.229185,16.052715,16.052036
8727-12704,55.2271191319,-6.67337753177,0.022337,8.90563,18.62879,18.431202,17.761124,16.583364,16.175703,15.989527,15.891877
8250-12705,140.39879069,43.2572462761,0.0160493,8.906844,18.339529,17.9223,17.112465,16.075626,15.7083,15.49773,15.319894
8444-12701,201.656942881,31.666750115,0.0168134,8.90719,18.743254,18.768166,18.024662,16.519543,16.041927,15.79839,15.764089
8459-6102,147.990674372,43.4140430617,0.0158773,8.91296,17.736002,17.555183,17.04033,16.313036,15.936307,15.739533,15.6056185
8325-3702,209.832049872,47.9561825947,0.0153338,8.915183,18.948864,18.622978,17.516188,16.498215,16.016375,15.763242,15.5775
8485-12702,234.60459264,48.0559143122,0.0185246,8.915447,19.128416,19.163162,17.595066,16.937407,16.440714,16.139101,16.032974
9493-12705,129.99929,23.4134,0.0124453,8.915535,19.48732,18.92028,17.106585,15.96023,15.49363,15.250938,15.062635
8936-6104,117.929431767,30.4487515558,0.01424,8.918313,18.106346,17.656883,16.786798,15.699215,15.364624,15.168372,15.031977
8943-6103,156.574256682,37.1155135485,0.0223524,8.919564,18.94454,18.77995,17.793798,16.85692,16.462095,16.247849,16.089788
9863-3701,192.61092383,26.7352866585,0.0194137,8.9195795,23.970707,21.982841,18.948647,17.609526,16.929237,16.538843,16.383549
8255-3702,165.81077,45.21781,0.0212133,8.91993,19.102674,18.86524,18.0228,17.000858,16.543354,16.295652,16.252237
7443-3701,230.574377642,42.2870203576,0.0178955,8.920304,18.637203,18.497398,17.609262,16.65084,16.211037,15.983871,15.819837
9872-3702,230.574386471,42.2870128003,0.0178955,8.920304,18.637203,18.497398,17.609262,16.65084,16.211037,15.983871,15.819837
9872-6104,231.631883687,42.8749106326,0.0184955,8.923789,18.85757,18.501837,18.02436,16.619114,16.087095,15.839016,15.838226
8933-9101,194.511926521,27.978380167,0.0219011,8.92428,Infinity,Infinity,19.091417,17.724373,17.017092,16.673042,16.450119
8153-9102,40.5600858575,0.8778073766,0.0223048,8.925582,Infinity,Infinity,17.93017,16.898071,16.459635,16.1846,15.947922
8932-3702,194.70063712,28.0187323279,0.0236173,8.927602,21.118008,19.962585,19.570166,17.931736,17.260221,16.92816,16.753016
8991-3704,175.822327233,52.7607282198,0.0184375,8.927769,19.910105,19.909616,18.398165,17.309483,16.693972,16.285604,16.166595
9872-6102,232.041293457,42.2044581934,0.019474,8.928591,18.56769,18.405195,17.382212,16.499985,16.111145,15.870093,15.59612
8933-9102,194.653147531,27.8494808325,0.0205594,8.928781,22.102354,22.927753,19.482935,17.880522,17.115013,16.76222,16.41488
8946-3702,169.514598419,47.5058118744,0.0247867,8.93663,20.23396,20.043406,19.052685,17.686018,17.095615,16.772583,16.511269
8145-9102,116.660473878,26.4702171495,0.0153684,8.937165,Infinity,Infinity,16.870375,15.861165,15.482203,15.267375,15.178213
7964-3704,316.251700144,-0.933283770977,0.0175905,8.938738,Infinity,Infinity,17.345295,16.365585,15.914187,15.659951,15.4850235
8239-1901,115.669066274,48.022175773,0.021357,8.939285,19.966726,19.544163,18.3371,17.323898,16.772211,16.497288,16.230715
8139-12701,115.479932675,31.4115350652,0.0155876,8.940808,Infinity,18.855602,17.692245,16.651257,16.115644,15.872002,15.71556
8944-9102,149.902123871,34.3202186073,0.0209079,8.94092,18.055262,17.752619,17.080475,16.231916,15.8857565,15.742301,15.544356
8259-12701,179.962635154,43.7406891014,0.0196167,8.941295,18.331623,17.995209,17.27446,16.282232,15.927833,15.727093,15.647389
8483-1901,246.311080004,48.721331223,0.0207404,8.941388,20.739788,20.523415,19.013407,17.720655,17.026724,16.6959,16.460455
7960-3704,258.807856874,31.3894706707,0.0239571,8.943252,Infinity,Infinity,17.03764,16.194647,15.921723,15.739789,15.65673
9488-9101,126.329009561,20.3980989477,0.0152386,8.944912,20.045277,19.66042,18.113487,16.853329,16.269773,15.95158,15.717421
8944-6104,150.562932234,34.3278287288,0.0200916,8.945163,18.177654,18.0276,17.395937,16.440256,16.065495,15.898126,15.733568
8462-3703,146.422748559,37.451285541,0.0223405,8.947518,19.19921,19.14951,17.519632,16.565239,16.170122,15.933138,15.944092
9184-3703,119.365308277,33.2579353993,0.0173443,8.949285,20.515593,20.060123,18.331806,16.938435,16.35458,16.062784,15.838348
9488-12704,126.547301019,21.0174633222,0.0159822,8.949475,19.603897,19.228296,17.928986,16.783236,16.252398,15.95556,15.775882
7975-1901,323.65768,11.42181,0.0220107,8.950167,17.350637,17.016417,16.320553,15.463535,15.210727,15.0959215,14.990487
8439-12701,143.010196099,48.551093077,0.0162666,8.950656,Infinity,Infinity,17.013756,16.1374,15.733385,15.4917,15.409581
9505-9102,140.108891955,27.4981944096,0.0268213,8.952259,19.360432,18.808994,18.31438,17.099136,16.642336,16.39794,16.111128
8996-12703,171.978359283,53.0010855281,0.0213423,8.953607,18.30087,17.875233,17.142174,16.345327,16.013502,15.869551,15.674092
8486-3703,238.881357667,47.677310104,0.0183248,8.956913,20.865625,22.05719,19.235939,17.437443,16.748034,16.376389,16.095736
8720-6103,120.607075466,50.2364597465,0.0163486,8.958928,18.780539,18.567585,18.068966,16.775627,16.294386,15.957038,15.861836
8625-6102,258.354609835,57.1329636205,0.0288427,8.961905,21.30903,20.531282,19.184662,17.735975,17.18524,16.853334,16.596823
7992-9101,253.006899312,64.1208379858,0.0190997,8.961963,18.767418,18.537783,17.693792,16.753696,16.37374,16.05412,15.868526
9002-9102,223.710919656,30.9579986515,0.0248984,8.962585,20.248398,19.926226,18.767761,17.660707,17.09646,16.793354,16.55034
8985-12704,205.370073591,32.192681018,0.0155753,8.963764,18.948864,18.738022,17.375492,16.316772,15.848446,15.59042,15.416665
8449-9101,169.364329612,23.3467272252,0.0223154,8.964211,Infinity,Infinity,18.293564,17.234795,16.689844,16.25905,16.064476
8935-3703,194.562780614,28.5217767152,0.0230387,8.9646,19.644896,19.235472,18.141043,16.973047,16.529917,16.280535,16.167881
8655-6102,358.066037768,0.102962333894,0.0229478,8.965352,Infinity,Infinity,17.262346,16.413637,16.092072,15.895874,15.790325
8448-3704,166.35568129,22.6211668773,0.0221119,8.965801,Infinity,Infinity,17.664873,16.672464,16.242386,16.015476,15.846659
8999-9102,163.912413488,49.8891291028,0.0232019,8.967934,19.35572,18.740824,17.65337,16.737562,16.301325,16.160917,15.937699
8458-12704,147.355389681,44.3388681997,0.0159262,8.968157,18.420769,18.31315,17.59606,16.372639,15.96948,15.6761465,15.587799
8458-12702,147.604854302,44.2573785652,0.0157764,8.968221,18.96672,20.022934,17.437944,16.516527,16.005562,15.690011,15.714112
8462-12702,145.202128036,36.4555403301,0.0147142,8.968262,17.906878,17.729177,16.895542,15.967757,15.576771,15.366855,15.321778
8448-3701,165.892833771,21.0494711718,0.0210484,8.970314,Infinity,Infinity,18.229195,17.049606,16.50015,16.195011,15.97857
9486-3701,122.002816483,39.162972817,0.0127497,8.970993,20.204899,19.87749,18.197857,16.845516,16.09615,15.740283,15.519769
8145-3702,116.379533795,28.4410097037,0.0157646,8.971287,Infinity,Infinity,16.835657,15.801196,15.424446,15.203089,15.106086
9870-12705,231.93420602,43.0690416203,0.0175383,8.973316,18.412533,18.35433,18.525034,16.466314,16.060009,15.7816925,15.828592
8553-6101,233.352286757,56.6087571906,0.0117835,8.975218,21.569632,20.916082,17.806927,16.22077,15.540552,15.203538,14.989444
8942-9101,124.759173858,27.1039714703,0.0229922,8.975271,Infinity,Infinity,17.69699,16.850471,16.43983,16.17551,15.954518
9505-3702,138.321183559,29.1168384521,0.0220589,8.97745,18.030424,17.854132,17.223846,16.325556,16.00817,15.848121,15.731941
8949-6104,196.438214053,27.3154302587,0.0211264,8.977483,,22.133936,19.249973,17.541012,16.896444,16.567154,16.507566
9872-6103,230.39627,41.90446,0.0181331,8.980025,19.901932,19.900414,18.342289,16.881521,16.483263,16.042267,15.9222555
8459-12702,147.585854164,43.1455699673,0.0170809,8.981072,17.862383,17.70377,17.272768,16.165903,15.734444,15.478252,15.106483
8147-1902,117.177504896,26.5397644478,0.0154964,8.981569,20.3968,19.72404,18.497927,17.117514,16.42806,16.057009,15.854292
9026-6102,249.85662245,44.065435551,0.022517,8.9830675,18.32538,17.83412,17.255165,16.190214,15.853596,15.66323,15.544858
8335-9102,218.191573728,40.7166453308,0.0174864,8.98539,17.483536,17.152216,16.71404,15.893122,15.582606,15.441861,15.414472
9025-1901,245.828081102,30.4670206295,0.0207578,8.985935,19.296406,18.842567,17.955437,16.803282,16.341814,16.095736,15.948497
8338-6104,173.766095443,22.5151645563,0.0224455,8.986467,18.902605,18.599531,17.726814,16.705307,16.294914,16.074392,15.9487
